occupation
able seaman
shotgun-shell-assembly-machine adjuster
shotgun-shell-assembly-machine operator
shotgun-shell-loading-machine operator
shotgun-shell-reprinting-unit operator
shoulder joiner, lockstitch
show girl
show host/hostess
show-horse driver
shredded-filler hopper-feeder
shredder operator
shredder tender
shredder tender, peat
shredding-floor-equipment operator
shrimp-peeling-machine operator
shrink-pit operator
shrink-pit supervisor
shrinking-machine operator
shrouder
shuttle fixer
shuttle hand
shuttle inspector
shuttle spotter
shuttle-car operator
shuttler
side laster, cement
side laster, staple
sider
siderographer
siding stapler
sieve maker
sieve-grader tender
sifter
sight mounter
sight-effects specialist
sign erector i
sign erector ii
sign erector-and-repairer
sign writer, hand
sign writer, machine
signal maintainer
signal maintainer helper
signal supervisor
signaler
silhouette artist
silica-filter operator
silica-spray mixer
silk finisher
silk spreader
silk-screen cutter
silk-screen etcher
silk-screen printer, machine
silk-screen repairer
silk-screen-frame assembler
silo operator
silo tender
silver spray worker
silver stripper, machine
silver wrapper
silver-solution mixer
silverer
silvering applicator
silversmith ii
silverware assembler
silviculturist
singe winder
singer
singing messenger
sink cutter
sinker winder
sinter feeder
sinter-machine operator
sintering-press operator
siphon operator
size maker
sizer
sizer, hand
sizer, machine
sizing-machine operator
sizing-machine tender
sizing-machine-and-drier operator
skate-shop attendant
skein winder
skein-winding operator
skein-yarn drier
skein-yarn dyer
skein-yarn-dyer helper
skeiner
skelp processor
sketch maker i
sketch maker ii
sketch maker, photoengraving
ski base trimmer
ski maker, wood
ski molder
ski patroller
ski repairer, production
ski topper
ski-binding fitter-and-repairer
ski-top trimmer
ski-tow operator
skiff operator
skimmer, reverberatory
skin former
skin grader
skin lifter, bacon
skin-lap bonder
skin-peeling-machine operator
skinner
skinning-machine feeder
skip operator
skip tracer
skirt panel assembler
skiver
skiver, blockers
skiver, machine
skiving-machine operator
skull grinder
slab grinder
slab-conditioner supervisor
slab-depiler operator
slabber
slasher
slasher operator
slasher tender
slasher-tender helper
slat twister
slat-basket maker helper, machine
slat-basket maker, machine
slate mixer
slaughterer, religious ritual
sleeve maker, lockstitch
sleeve setter, lockstitch
sleeve setter, overlock
sleever
slice-plug-cutter operator
slice-plug-cutter-operator helper
slicing-machine operator
slicing-machine tender
slicker
slide-fastener repairer
slide-fastener-chain assembler
slide-machine tender
slider assembler
sliding-joint maker
slime-plant operator i
slime-plant operator ii
slime-plant-operator helper
slinger, sequins
slip laster
slip-cover sewer
slip-seat coverer
slipcover cutter
slitter
slitter service and setter
slitter-creaser-slotter helper
slitter-creaser-slotter operator
slitter-scorer-cut-off operator
slitting-machine operator i
slitting-machine operator ii
slitting-machine-operator helper i
sliver-lap-machine tender
slot router
slot-tag inserter
slotter operator
slotter-operator helper
slubber tender
slug-press operator
slunk-skin curer
slurry mixer
slurry-control tender
small-engine mechanic
smash hand
smoke and flame specialist
smoke jumper
smoke jumper supervisor
smoke tester
smoke-room operator
smoked meat preparer
smoker
smoking-pipe driller and threader
smoking-pipe liner
smoking-pipe maker
smoking-pipe repairer
smoking-tobacco-cutter operator
smoother
snag grinder
snailer
snow shoveler
snow-removing supervisor
snowmaker
snuff grinder and screener
snuff-box finisher
snuff-container inspector
snuff-packing-machine operator
soaker, hides
soap chipper
soap grinder
soap inspector
soap maker
soap-drier operator
soaping-department supervisor
social secretary
sociologist
sock boarder
socket puller
soda dialyzer
soda-column operator
soda-room operator
soft crab shedder
soft-sugar operator, head
soft-tile setter
softball core molder
software engineer
soil conservationist
soil scientist
soil-conservation technician
solar-energy-system installer
solar-energy-system-installer helper
solar-energy-systems designer
solar-fabrication technician
solder deposit operator
solder-leveler, printed circuit boards
solderer
solderer, barrel ribs
solderer, production line
solderer, torch i
solderer, ultrasonic, hand
solderer-assembler
solderer-dipper
sole leveler, machine
sole scraper
sole sewer, hand
sole-conforming-machine operator
solutions operator
song plugger
sorter
sorter i
sorter ii
sorter operator
sorter, agricultural produce
sorter, machine
sorter, upholstery parts
sorter-pricer
sorting supervisor
sorting-grapple operator
sorting-machine operator
sound cutter
sound ranging crewmember
sound technician
sound-effects technician
sounder
sous chef
souvenir and novelty maker
space scheduler
space-and-storage clerk
spaghetti-machine operator
spanner
spar-machine operator
spar-machine-operator helper
spark tester
spark-plug assembler
special agent
special agent-in-charge
special effects specialist
special procedures technologist, angiogram
special procedures technologist, cardiac catheterization
special procedures technologist, ct scan
special procedures technologist, magnetic resonance imaging
special tester
special-certificate dictator
specialist-in-charge, extension service
specialties operator
specification writer
spectroscopist
speech pathologist
speed operator
speed-belt-sander tender
speeder tender
spice cleaner
spice fumigator
spice miller
spice mixer
spider assembler
spike-machine feeder
spike-machine heater
spike-machine operator
spikemaking supervisor
spin-table operator
spindle carver
spindle plumber
spindle repairer
spinner
spinner, frame
spinner, hand
spinner, hydraulic
spinner, mule
spinning-bath patroller
spinning-lathe operator, automatic
spinning-machine tender
spiral binder
spiral runner
spiral spring winder
spiral weaver
spiral-machine operator
spiral-tube winder
spiral-tube-winder helper
splash-line operator
splicer
splicer operator
splicing-machine operator
splicing-machine operator, automatic
splitter operator
splitter tender
splitter, hand
splitter, machine
splitting-machine feeder
splitting-machine operator
splitting-machine tender
splitting-machine-operator helper
spoilage worker
sponge buffer
sponge clipper
sponge hooker
sponge-press operator
spool maker
spool winder
spooler operator, automatic
spooler, sequins
spooling-machine operator
sport-shoe-spike assembler
sports-equipment repairer
spot cleaner
spot picker, molded goods
spotter
spotter i
spotter ii
spotter, photographic
spout tender i
spout tender ii
spout worker
spray-drier operator
spray-gun repairer
spray-gun-repairer helper
spray-machine loader
spray-machine operator
spray-machine tender
spray-painting-machine operator
spray-unit feeder
sprayer operator
sprayer, hand
sprayer, leather
sprayer, machine
spreader
spreader i
spreader operator, automatic
spreader, machine
spreading-machine operator
spring assembler
spring clipper
spring coiler
spring coiling machine setter
spring coverer
spring fitter
spring former, hand
spring former, machine
spring inspector i
spring inspector ii
spring layer
spring maker
spring repairer, hand
spring salvage worker
spring tester i
spring tester ii
spring-manufacturing set-up technician
spring-repairer helper, hand
springer
sprinkler-irrigation-equipment mechanic
spun-paste-machine operator
squaring-machine operator
squeak, rattle, and leak repairer
squeegee tender
squeezer operator
stab setter and driller
stable attendant
stacker
stacker tender
stacker, machine
stacker-and-sorter operator
stacking-machine operator i
stacking-machine operator ii
staff toxicologist
stage technician
stager
stain applicator
stained glass artist
stainer
staining-machine operator
staker
staker, machine
stamp analyst
stamp classifier
stamp mounter
stamp-pad finisher
stamp-pad maker
stamper
stamper i
stamper ii
stamper, machine
stamping-machine operator
stamping-mill tender
stamping-press operator
stand-in
standards engineer
standpipe tender
staple cutter
staple-processing-machine operator
stapler, hand
stapler, machine
stapling-machine operator
starch-treating assistant
starcher
starchmaker
starter
state-highway police officer
statement clerk
static balancer
station agent i
station engineer, chief
station engineer, main line
station installer-and-repairer
stationary engineer
stationary-engineer apprentice
stationary-engineer supervisor
statistical clerk
statistical clerk, advertising
statistical-machine servicer
statistician, applied
statistician, mathematical
stave jointer
stave-bolt equalizer
stave-log-cut-off saw operator
stave-log-ripsaw operator
stave-machine tender
stave-planer tender
stave-saw operator
steak sauce maker
steak tenderizer, machine
steam cleaner
steam service inspector
steam-box operator
steam-cleaning-machine operator
steam-conditioner operator
steam-distribution supervisor
steam-drier tender
steam-oven operator
steam-press tender
steam-press tender i
steam-press tender ii
steam-tank operator
steam-tunnel feeder
steamer
steamer tender
steamer-blocker
steaming-cabinet tender
steel pourer
steel-barrel reamer
steel-box-toe inserter
steel-die printer
steel-pan-form-placing supervisor
steel-plate caulker
steel-post installer
steel-post-installer supervisor
steel-pourer helper
steel-shot-header operator
steel-tie adjuster, automatic
steel-wool-machine operator
steep tender
steeping-press tender
steeple jack
stem mounter
stem sizer
stem-dryer maintainer
stem-processing-machine operator
stem-roller-or-crusher operator
stemhole borer
stemmer, hand
stemmer, machine
stencil cutter
stencil inspector
stencil maker
stencil-machine operator
stenciler
stenocaptioner
stenographer
stenographer, print shop
stenotype operator
step-and-repeat reduction camera operator
stereo-plotter operator
stereotyper
stereotyper apprentice
sterile-products processor
sterilizer
sterilizer operator
stevedore i
stevedore ii
steward, racetrack
steward/stewardess
steward/stewardess, banquet
steward/stewardess, bath
steward/stewardess, chief, cargo vessel
steward/stewardess, chief, passenger ship
steward/stewardess, railroad dining car
steward/stewardess, second
steward/stewardess, third
steward/stewardess, wine
sticker
sticker, animal
sticker-on
stiffener
still operator
still operator i
still operator ii
still operator, batch or continuous
still tender
still-operator helper
still-pump operator
stitch-bonding-machine tender
stitch-bonding-machine-tender helper
stitcher
stitcher operator
stitcher, hand
stitcher, special machine
stitcher, standard machine
stitcher, tape-controlled machine
stitching-machine operator
stock checker, apparel
stock checkerer i
stock checkerer ii
stock clerk
stock control clerk
stock cutter
stock fitter
stock grader
stock maker, custom
stock patcher
stock preparer
stock shaper
stock sheets cleaner-inspector
stock supervisor
stock-control supervisor
stock-parts fabricator
stock-parts inspector
stock-patch sawyer
stocking inspector
stocking-and-box-shop supervisor
stocklayer
stoker erector-and-servicer
stone carver
stone cleaner
stone driller
stone grader
stone layout marker
stone polisher, hand
stone polisher, machine
stone polisher, machine apprentice
stone repairer
stone rougher
stone setter
stone splitter
stone trimmer
stone-driller helper
stone-lathe operator
stone-mill operator
stone-setter apprentice
stone-spreader operator
stonecutter apprentice, hand
stonecutter, hand
stonecutter, machine
stonemason
stonemason apprentice
stonemason supervisor
stoner
stoner and polisher, bevel face
stoner, hand
stop attacher
stopboard assembler
stopper maker
stopper-maker helper
stopping builder
storage battery inspector and tester
storage-facility rental clerk
storekeeper
story editor
stove refinisher
stove tender
stove-bottom worker
stove-carriage operator
straddle-truck operator
straight-line edger
straight-line-press setter
straight-pin-making-machine operator
straightener, hand
straightening-press operator ii
straightening-roll operator
strainer tender
strand-and-binder controller
strand-forming-machine operator
stranding-machine operator
stranding-machine-operator helper
strap buckler, machine
strap-cutting-machine operator
strap-folding-machine operator
strap-machine operator
strapping-machine operator
stratigrapher
straw hat presser, machine
straw-hat brusher
straw-hat-plunger operator
straw-hat-washer operator
street cleaner
street-light cleaner
street-light repairer
street-light servicer
street-light-repairer helper
street-light-servicer helper
street-light-servicer supervisor
street-openings inspector
street-sweeper operator
streetcar operator
streetcar repairer
streetcar-repairer helper
stress analyst
stress test technician
stretch-box tender
stretch-machine operator
stretcher
stretcher-drier operator
stretcher-leveler operator
stretcher-leveler-operator helper
stretching-machine operator
strickler attendant
strike-off-machine operator
strike-out-machine operator
string laster
string-top sealer
string-winding-machine operator
stringer
stringer-machine tender
stringing-machine tender
strip polisher
strip presser
strip roller
strip-cutting-machine operator
strip-metal-punch-and-straightener operator
strip-tank tender
stripe matcher
striper
striper, hand
striper, machine
striper, spray gun
striping-machine operator
stripper
stripper and taper
stripper apprentice
stripper, lithographic i
stripper, lithographic ii
stripper-cutter, machine
stripper-etcher, printed circuit boards
stripping cutter and winder
stripping-machine operator
stripping-shovel oiler
stripping-shovel operator
stroboscope operator
stroke-belt-sander operator
strong-nitric operator
structural engineer
structural-mill supervisor
structural-steel worker
structural-steel-worker apprentice
stubber
stucco mason
studder, hairspring
stuffer
stuffing-machine operator
stull installer
stunner, animal
stunt performer
subassembler
sublimer
subscription crew leader
substance abuse counselor
substation inspector
substation operator
substation operator apprentice
substation operator, chief
substation-operator helper
sucker-machine operator
suction-dredge-pipeline-placing supervisor
suction-plate-carrier cleaner
sugar boiler
sugar controller
sugar drier
sugar grinder
sugar presser
sugar-chipper-machine operator
sugar-reprocess operator, head
suggestion clerk
sulfate drier-machine operator
sulky driver
sumatra opener
sunglass-clip attacher
supercalender operator
supercargo
supercharger-repair supervisor
superintendent, grain elevator
superintendent, greens
superintendent, local
superintendent, oil-well services
superintendent, sales
superintendent, schools
superintendent, seed mill
superintendent, service
superintendent, stevedoring
superintendent, track
supervising film-or-videotape editor
supervisor
supervisor i
supervisor ii
supervisor iii
supervisor iv
supervisor v
supervisor vi
supervisor, abattoir
supervisor, accounting clerks
supervisor, accounts receivable
supervisor, acoustical tile carpenters
supervisor, adjustable-steel-joist-setting
supervisor, advertising-dispatch clerks
supervisor, advertising-material distributors
supervisor, agency appointments
supervisor, air-conditioning installer
supervisor, aircraft cleaning
supervisor, aircraft maintenance
supervisor, airplane-flight attendant
supervisor, alteration workroom
supervisor, alum plant
supervisor, aluminum boat assembly
supervisor, aluminum fabrication
supervisor, animal cruelty investigation
supervisor, animal maintenance
supervisor, area
supervisor, artificial breast fabrication
supervisor, artificial breeding ranch
supervisor, artist, suspect
supervisor, asbestos pipe
supervisor, asbestos removal
supervisor, asbestos textile
supervisor, asbestos-cement sheet
supervisor, asphalt paving
supervisor, assembly
supervisor, assembly department
supervisor, assembly i
supervisor, assembly room
supervisor, assembly stock
supervisor, assembly-and-packing
supervisor, audit clerks
supervisor, automatic machines
supervisor, automobile body repair
supervisor, avionics shop
supervisor, beam department
supervisor, beater room
supervisor, beehive kiln
supervisor, beet end
supervisor, belt-and-link assembly
supervisor, billposting
supervisor, bindery
supervisor, bit and shank department
supervisor, blast furnace
supervisor, blast-furnace-auxiliaries
supervisor, bleach
supervisor, blood-donor recruiters
supervisor, blooming mill
supervisor, blueprinting-and-photocopy
supervisor, board mill
supervisor, boat outfitting
supervisor, boatbuilders, wood
supervisor, boiler repair
supervisor, boilermaking
supervisor, bonding
supervisor, bone plant
supervisor, bottle-house cleaners
supervisor, brake repair
supervisor, brew house
supervisor, briar shop
supervisor, brine
supervisor, brineyard
supervisor, broommaking
supervisor, burling and joining
supervisor, burning, forming, and assembly
supervisor, byproducts
supervisor, cab
supervisor, calendering
supervisor, canal-equipment maintenance
supervisor, candle making
supervisor, candy
supervisor, cap-and-hat production
supervisor, car and yard
supervisor, car installations
supervisor, carbon electrodes
supervisor, carbon-paper-coating
supervisor, carding
supervisor, cardroom
supervisor, carpenters
supervisor, cartography
supervisor, carton and can supply
supervisor, cashiers
supervisor, casting-and-pasting
supervisor, cd-area
supervisor, cell operation
supervisor, cell room
supervisor, cell-efficiency
supervisor, cellars
supervisor, cemetery workers
supervisor, central supply
supervisor, cereal
supervisor, channel process
supervisor, char house
supervisor, chemical
supervisor, chimney construction
supervisor, chocolate-and-cocoa processing
supervisor, christmas-tree farm
supervisor, cigar making, hand
supervisor, cigar tobacco processing
supervisor, cigar-making machine
supervisor, circus
supervisor, claims
supervisor, classified advertising
supervisor, clay preparation
supervisor, clay shop
supervisor, cleaning
supervisor, cloth winding
supervisor, coal handling
supervisor, coating
supervisor, coffee
supervisor, coil winding
supervisor, coin-machine
supervisor, coke handling
supervisor, cold rolling
supervisor, color-paste mixing
supervisor, commissary production
supervisor, component assembler
supervisor, composing-room
supervisor, compounding-and-finishing
supervisor, compressed yeast
supervisor, computer operations
supervisor, concrete block plant
supervisor, concrete pipe plant
supervisor, concrete-stone fabricating
supervisor, concrete-stone finishing
supervisor, conditioning yard
supervisor, contact and service clerks
supervisor, contingents
supervisor, continuous-weld-pipe mill
supervisor, cook house
supervisor, cook room
supervisor, cooler service
supervisor, cooperage shop
supervisor, corduroy cutting
supervisor, core drilling
supervisor, coremaker
supervisor, corncob pipe manufacturing
supervisor, correspondence section
supervisor, costuming
supervisor, covering and lining
supervisor, credit and loan collections
supervisor, cured meats
supervisor, cured-meat packing
supervisor, curing room
supervisor, customer records division
supervisor, customer services
supervisor, customer-complaint service
supervisor, cutting and boning
supervisor, cutting and splicing
supervisor, cutting department
supervisor, cutting-and-sewing department
supervisor, dairy farm
supervisor, dairy processing
supervisor, decorating
supervisor, dehydrogenation
supervisor, delivery department
supervisor, dental laboratory
supervisor, detasseling crew
supervisor, dials
supervisor, diamond finishing
supervisor, die casting
supervisor, dimension warehouse
supervisor, display fabrication
supervisor, diversified crops
supervisor, dock
supervisor, dog license officer
supervisor, doping
supervisor, drafting and printed circuit design
supervisor, drawing
supervisor, dried yeast
supervisor, dry cleaning
supervisor, dry paste
supervisor, dry-cell assembly
supervisor, dry-starch
supervisor, dry-wall application
supervisor, drying
supervisor, drying and winding
supervisor, edging
supervisor, education
supervisor, egg processing
supervisor, electrical assemblies
supervisor, electrical assembly
supervisor, electrical repair and telephone line maintenance
supervisor, electronic coils
supervisor, electronic controls repairer
supervisor, electronics processing
supervisor, electronics production
supervisor, electronics systems maintenance
supervisor, electrotyping and stereotyping
supervisor, endless track vehicle
supervisor, engine assembly
supervisor, engine-repair
supervisor, engraving
supervisor, epoxy fabrication
supervisor, erection shop
supervisor, esters-and-emulsifiers
supervisor, estimator and drafter
supervisor, evaporator
supervisor, extermination
supervisor, extruding department
supervisor, extrusion
supervisor, fabrication
supervisor, fabrication and assembly
supervisor, fabrication department
supervisor, facepiece line
supervisor, farm-equipment maintenance
supervisor, feed house
supervisor, feed mill
supervisor, felling-bucking
supervisor, fence manufacture
supervisor, fermenting cellars
supervisor, ferry terminal
supervisor, fertilizer
supervisor, fertilizer processing
supervisor, fiber-locking
supervisor, fiberglass boat assembly
supervisor, field pipelines
supervisor, field-crop farming
supervisor, files
supervisor, filling-and-packing
supervisor, film processing
supervisor, filtration
supervisor, final assembly and packing
supervisor, finishing
supervisor, finishing department
supervisor, finishing room
supervisor, finishing-and-shipping
supervisor, fireworks assembly
supervisor, fish bait processing
supervisor, fish hatchery
supervisor, fish processing
supervisor, fitting
supervisor, flame cutting
supervisor, foam cutting
supervisor, food checkers and cashiers
supervisor, force adjustment
supervisor, forming department i
supervisor, forming department ii
supervisor, frame sample and pattern
supervisor, framing mill
supervisor, fruit grading
supervisor, fur dressing
supervisor, furnace process
supervisor, furniture assembly
supervisor, furrier shop
supervisor, game farm
supervisor, garage
supervisor, garment manufacturing
supervisor, gas meter repair
supervisor, gate services
supervisor, gear repair
supervisor, gelatin plant
supervisor, glazing department
supervisor, glue specialty
supervisor, glycerin
supervisor, grading
supervisor, grain and yeast plants
supervisor, grease refining
supervisor, green end department
supervisor, grinding
supervisor, grinding and spraying
supervisor, hairspring fabrication
supervisor, hand silvering
supervisor, hardboard
supervisor, harvesting
supervisor, hearing-aid assembly
supervisor, hide house
supervisor, historic sites
supervisor, home restoration service
supervisor, home-energy consultant
supervisor, horticultural-specialty farming
supervisor, hospitality house
supervisor, hot-dip plating
supervisor, hot-dip-tinning
supervisor, hot-strip mill
supervisor, hot-wound spring production
supervisor, housecleaner
supervisor, hydrochloric area
supervisor, ice house
supervisor, ice storage, sale, and delivery
supervisor, identification and communications
supervisor, incinerator plant
supervisor, insect and disease inspection
supervisor, insecticide
supervisor, inspecting
supervisor, inspection
supervisor, inspection and testing
supervisor, instant potato processing
supervisor, instrument assembly
supervisor, instrument maintenance
supervisor, instrument mechanics
supervisor, instrument repair
supervisor, insulation
supervisor, janitorial services
supervisor, jewelry department
supervisor, joiners
supervisor, kennel
supervisor, keymodule assembly
supervisor, knitting ii
supervisor, kosher dietary service
supervisor, labor gang
supervisor, laboratory
supervisor, laboratory animal facility
supervisor, lace tearing
supervisor, lamp shades
supervisor, landscape
supervisor, last-model department
supervisor, lathing
supervisor, laundry
supervisor, lead refinery
supervisor, lending activities
supervisor, lime
supervisor, line
supervisor, line department
supervisor, liquefaction
supervisor, liquefaction-and-regasification
supervisor, liquid yeast
supervisor, litharge
supervisor, livestock-yard
supervisor, loading and unloading
supervisor, locomotive
supervisor, log sorting
supervisor, logging
supervisor, lubrication
supervisor, lump room
supervisor, machine setter
supervisor, machining
supervisor, mail carriers
supervisor, mails
supervisor, mainspring fabrication
supervisor, maintenance
supervisor, major appliance assembly
supervisor, malt house
supervisor, malted milk
supervisor, manufactured buildings
supervisor, maple products
supervisor, mapping
supervisor, marble
supervisor, marina sales and service
supervisor, marking room
supervisor, matrix
supervisor, mattress and boxsprings
supervisor, melt house
supervisor, merchant-mill rolling and finishing
supervisor, metal cans
supervisor, metal fabricating
supervisor, metal furniture assembly
supervisor, metal hanging
supervisor, metalizing
supervisor, metallurgical-and-quality-control-testing
supervisor, meter repair shop
supervisor, meter shop
supervisor, meter-and-regulator shop
supervisor, microfilm duplicating unit
supervisor, microwave
supervisor, mill
supervisor, mill house
supervisor, mirror fabrication
supervisor, mirror manufacturing department
supervisor, mixing
supervisor, mixing place
supervisor, model making
supervisor, mold cleaning and storage
supervisor, mold construction
supervisor, mold making
supervisor, mold shop
supervisor, mold yard
supervisor, mold-making plastics sheets
supervisor, money-room
supervisor, motion-picture equipment
supervisor, motor vehicle assembly
supervisor, motorcycle repair shop
supervisor, natural-gas plant
supervisor, natural-gas-field processing
supervisor, net making
supervisor, network control operators
supervisor, nut processing
supervisor, nutritional yeast
supervisor, open-hearth stockyard
supervisor, operations
supervisor, optical instruments
supervisor, order takers
supervisor, ordnance truck installation
supervisor, ornamental ironworking
supervisor, ovens
supervisor, packing
supervisor, packing and wrapping
supervisor, packing room
supervisor, paint
supervisor, paint department
supervisor, paint roller covers
supervisor, painting
supervisor, painting department
supervisor, painting, shipyard
supervisor, paper coating
supervisor, paper machine
supervisor, paper products
supervisor, paper testing
supervisor, parachute manufacturing
supervisor, parking lot
supervisor, particle board
supervisor, paste mixing
supervisor, paste plant
supervisor, pattern marking
supervisor, payroll
supervisor, personnel clerks
supervisor, phosphatic fertilizer
supervisor, phosphoric acid
supervisor, phosphorus processing
supervisor, photoengraving
supervisor, picking
supervisor, picking crew
supervisor, pig-machine
supervisor, pigment making
supervisor, pile driving
supervisor, pipe finishing
supervisor, pipe joints
supervisor, pipe manufacture
supervisor, pipeline maintenance
supervisor, pipelines
supervisor, pit-and-auxiliaries
supervisor, plastering
supervisor, plastic sheets
supervisor, plastics
supervisor, plastics fabrication
supervisor, plate heating, rolling, and finishing
supervisor, plating and point assembly
supervisor, pleating
supervisor, policy-change clerks
supervisor, pond
supervisor, poultry farm
supervisor, poultry hatchery
supervisor, poultry processing
supervisor, powdered metal
supervisor, powdered sugar
supervisor, power-reactor
supervisor, precast and prestressed concrete
supervisor, preparation department
supervisor, preparation plant
supervisor, prepress
supervisor, press room
supervisor, pressing department
supervisor, print line
supervisor, printed circuit board assembly
supervisor, printed circuit board testing
supervisor, printing and stamping
supervisor, printing-shop
supervisor, processing
supervisor, product inspection
supervisor, production
supervisor, production clerks
supervisor, production control
supervisor, production department
supervisor, prop-making
supervisor, properties
supervisor, protective-signal operations
supervisor, public message service
supervisor, publications production
supervisor, pulp house
supervisor, pulp plant
supervisor, pumping
supervisor, pumping station
supervisor, punch-and-assembly department
supervisor, purification
supervisor, putty and caulking
supervisor, quality control
supervisor, quilting
supervisor, radio interference
supervisor, rag room
supervisor, railroad car repair
supervisor, reactor fueling
supervisor, ready-mixed food preparation
supervisor, real-estate office
supervisor, receiving and processing
supervisor, reclamation
supervisor, record press
supervisor, refining
supervisor, refractory products
supervisor, reinforced-steel-placing
supervisor, repulping
supervisor, research dairy farm
supervisor, research kennel
supervisor, reverberatory furnace
supervisor, rice milling
supervisor, ride assembly
supervisor, rides
supervisor, rigger
supervisor, right-of-way maintenance
supervisor, riprap placing
supervisor, rocket propellant plant
supervisor, roll shop
supervisor, roller printing
supervisor, roller shop
supervisor, roofing plant
supervisor, rose-grading
supervisor, roundhouse
supervisor, route sales-delivery drivers
supervisor, roving department
supervisor, rubber stamps and dies
supervisor, rug cleaning
supervisor, safety deposit
supervisor, salvage
supervisor, sample
supervisor, sample preparation
supervisor, sandblaster
supervisor, sanding
supervisor, sawing and assembly
supervisor, sawmill
supervisor, scenic arts
supervisor, scouring pads
supervisor, scrap preparation
supervisor, screen making
supervisor, screen printing
supervisor, securities vault
supervisor, sewer maintenance
supervisor, sewing department
supervisor, sewing room
supervisor, shearing
supervisor, shed workers
supervisor, sheet manufacturing
supervisor, shellfish farming
supervisor, shipfitters
supervisor, shipping
supervisor, shipping track
supervisor, shop
supervisor, show operations
supervisor, shuttle fitting
supervisor, shuttle preparation
supervisor, shuttle veneering
supervisor, sign shop
supervisor, silk-screen cutting and printing
supervisor, silvering department
supervisor, sintering plant
supervisor, ski production
supervisor, slate splitting
supervisor, slitting-and-shipping
supervisor, small appliance assembly
supervisor, smoke control
supervisor, soakers
supervisor, soaking pits
supervisor, soft sugar
supervisor, solder making
supervisor, sound technician
supervisor, special education
supervisor, specialty food products
supervisor, specialty manufacturing
supervisor, specialty plant
supervisor, spinning
supervisor, spinning and winding
supervisor, split and drum room
supervisor, split leather department
supervisor, spray, lawn and tree service
supervisor, spring production
supervisor, spring-up
supervisor, statement clerks
supervisor, stave cutting
supervisor, steel division
supervisor, steffen house
supervisor, steno pool
supervisor, stitching department
supervisor, stock ranch
supervisor, structural rolling-and-finishing
supervisor, structural-steel erection
supervisor, sugar house
supervisor, sugar refinery
supervisor, sulfuric-acid plant
supervisor, surgical garment assembly
supervisor, survey workers
supervisor, swimming-pool maintenance
supervisor, syrup shed
supervisor, tan room
supervisor, tank cleaning
supervisor, tank house
supervisor, tank storage
supervisor, taping
supervisor, tar distillation
supervisor, tea and spice
supervisor, telecommunicator
supervisor, telegraphic-typewriter operators
supervisor, telephone clerks
supervisor, telephone information
supervisor, tellers
supervisor, terrazzo
supervisor, thermostatic controls
supervisor, threshing department
supervisor, ticket sales
supervisor, tile-and-mottle
supervisor, toilet-and-laundry soap
supervisor, tower
supervisor, toy assembly
supervisor, toy parts former
supervisor, transcribing operators
supervisor, travel-information center
supervisor, treating and pumping
supervisor, tree-fruit-and-nut farming
supervisor, tree-trimming
supervisor, trust accounts
supervisor, tubing
supervisor, tufting
supervisor, tumblers
supervisor, tumbling and rolling
supervisor, tunnel heading
supervisor, type photography
supervisor, type-disk quality control
supervisor, typesetting
supervisor, underwriting clerks
supervisor, upholstery department
supervisor, uranium processing
supervisor, vacuum metalizing
supervisor, varnish
supervisor, vat house
supervisor, vegetable farming
supervisor, vendor quality
supervisor, veneer
supervisor, vine-fruit farming
supervisor, wall mirror department
supervisor, wash house
supervisor, water softener service
supervisor, water treatment plant
supervisor, waterproofing
supervisor, weaving
supervisor, webbing
supervisor, welding equipment repairer
supervisor, wet end
supervisor, wet pour
supervisor, wet room
supervisor, wheel shop
supervisor, whipped topping
supervisor, white sugar
supervisor, winding and twisting department
supervisor, wire-rope fabrication
supervisor, wood room
supervisor, wood-crew
supervisor, wool-shearing
supervisor, word processing
supervisor, yard
supervisor, yarn preparation
supervisory wastewater-treatment-plant operator
supplies packer
supply clerk
supply controller
suppository-molding-machine operator
surface supervisor
surface-plate finisher
surfboard maker
surgeon
surgical technician
surgical-dressing maker
surgical-elastic knitter, hand frame
surgical-forceps fabricator
surveillance-system monitor
survey worker
surveyor assistant, instruments
surveyor helper
surveyor, geodetic
surveyor, geophysical prospecting
surveyor, marine
surveyor, mine
surveyor, oil-well directional
survival specialist
survival-equipment repairer
suture polisher
suture winder, hand
swage tender
swager operator
swaging-machine adjuster
swaging-machine operator
swatch checker
swatch clerk
sweatband flanger
sweatband separator
sweatband shaper
sweatband-cutting-machine operator
swedger
sweep-press operator
sweeper-brush maker, machine
sweeper-cleaner, industrial
sweeping-compound blender
sweet-goods-machine operator
sweet-potato disintegrator
swimming pool installer-and-servicer
swimming-pool servicer
swing-type-lathe operator
switch inspector
switch repairer
switch tender
switchboard operator
switchboard operator assistant
switchboard operator, police district
switchbox assembler i
symbol stamper, semiconductor packages
synthetic-filament extruder
synthetic-gem-press operator
synthetic-staple extruder
syrup maker
syrup mixer
syrup-mixer assistant
systems analyst
systems programmer
tab-card-press operator
tab-machine operator
tabber
table hand
table operator
table tender
table worker
table-cover folder
table-top tile setter
tablet tester
tablet-machine operator
tablet-making-machine operator
tablet-making-machine-operator helper
tack puller
tack puller, machine
tacking-machine operator
tag-machine operator
tag-press operator
tailer
tailings-dam laborer
tailor apprentice, alteration
tailor apprentice, custom
take-down sorter
take-up operator
taker-off, hemp fiber
tallier
tamale-machine feeder
